Employment,EdLevel,YearsCodePro,JobSat,RemoteWork,Country,LanguageHaveWorkedWith,LanguageWantToWorkWith
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",27,10.0,In-person,United States of America,C++;Python,C++;Lua;Python;Rust
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,20,8.0,"Hybrid (some remote, some in-person)",Sweden,Assembly;Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Lisp;PHP;Python;SQL,Assembly;Bash/Shell (all shells);C;HTML/CSS;Java;Lisp;Nim;Python;SQL;Zig
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6.0,"Hybrid (some remote, some in-person)",Netherlands,HTML/CSS;JavaScript;Python,Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,6.0,"Hybrid (some remote, some in-person)",Bulgaria,C#;F#,C;C#;C++;Go;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,7.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Haskell;HTML/CSS;JavaScript;Python;TypeScript,Go;Haskell;Rust;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,7.0,Remote,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lisp;Python;SQL;TypeScript;VBA,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Lisp;Lua;Python;Rust;SQL
"Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30,7.0,Remote,Australia,Groovy;Java;Lua;Python;Rust;SQL,Rust
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4,6.0,Remote,Italy,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Lua;PHP;Python;Rust;SQL,C;C#;GDScript;Go;HTML/CSS;Lua;PHP;Python;Rust;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,6.0,In-person,Australia,C#;Delphi;HTML/CSS;JavaScript;SQL,C#;HTML/CSS
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,6.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Dart;PHP;Python;TypeScript,Bash/Shell (all shells);Dart;Python
"Employed, part-time","Associate degree (A.A., A.S., etc.)",12,8.0,"Hybrid (some remote, some in-person)",Australia,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C;C#;Lua;MicroPython;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,8.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;SQL,Bash/Shell (all shells);Python;Ruby;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,8.0,Remote,United States of America,C#;HTML/CSS;Java;JavaScript;Perl;PowerShell;Python;SQL;Swift;VBA,F#;SQL;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,3.0,Remote,United States of America,C#;HTML/CSS;JavaScript;SQL;VBA,C#;SQL;TypeScript
"Student, part-time;Employed, part-time",Something else,Less than 1 year,7.0,"Hybrid (some remote, some in-person)",Brazil,HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Python;Rust;TypeScript
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7.0,Remote,United States of America,HTML/CSS;JavaScript;SQL,HTML/CSS;JavaScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,4.0,In-person,Brazil,HTML/CSS;JavaScript;PHP;SQL,Java;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",2,7.0,In-person,Brazil,Dart;Java;SQL,Bash/Shell (all shells);C;C++;Groovy;Java;SQL
"Employed, full-time","Associate degree (A.A., A.S., etc.)",16,5.0,Remote,Canada,C#;HTML/CSS;JavaScript;TypeScript,Go
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",3,3.0,"Hybrid (some remote, some in-person)",Canada,R,Python;R
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",28,10.0,"Hybrid (some remote, some in-person)",Canada,Bash/Shell (all shells);C;C++;Rust,Bash/Shell (all shells);C++;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,0.0,"Hybrid (some remote, some in-person)",United States of America,Go;HTML/CSS;Kotlin;Python;SQL;TypeScript,HTML/CSS;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,10.0,Remote,Ukraine,HTML/CSS,Ada;MicroPython;Objective-C
"Student, full-time;Employed, part-time",Some college/university study without earning a degree,Less than 1 year,8.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Java;Python,Bash/Shell (all shells);C++;Java;Python;R;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,1.0,Remote,United States of America,HTML/CSS;Java;JavaScript;PowerShell;Python;R;Ruby;SQL;TypeScript,Elixir;Go;HTML/CSS;Java;JavaScript;Python;R;Ruby;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,"Hybrid (some remote, some in-person)",United States of America,C#;JavaScript,C#;F#;JavaScript;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,8.0,In-person,Portugal,C#;PHP;Python;SQL;Visual Basic (.Net),C#;Go;PHP;Python;SQL;Visual Basic (.Net)
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,6.0,"Hybrid (some remote, some in-person)",Nigeria,Ada;Apex;Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;Cobol;Crystal;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lisp;Lua;MATLAB;MicroPython;Nim;Objective-C;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;Solidity;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zephyr;Zig,Ada;Apex;Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;Cobol;Crystal;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;Lisp;Lua;MATLAB;MicroPython;Nim;Objective-C;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;Solidity;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zephyr;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,8.0,"Hybrid (some remote, some in-person)",Bangladesh,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,7.0,"Hybrid (some remote, some in-person)",Australia,HTML/CSS;JavaScript,C;C++;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,8.0,Remote,Canada,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,HTML/CSS;Ruby;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,8.0,"Hybrid (some remote, some in-person)",Japan,HTML/CSS;Java;Kotlin;Python;TypeScript,Kotlin;Rust
"Not employed, but looking for work;Independent contractor, freelancer, or self-employed;Student, part-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,3.0,Remote,Poland,C;C++;Python,C++;Julia;Python;R;Rust;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,7.0,In-person,Mexico,Go;Java;JavaScript;TypeScript,C++;Go;Java;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,3.0,Remote,Canada,C#;JavaScript;SQL,C#;R;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,8.0,"Hybrid (some remote, some in-person)",United States of America,C++;HTML/CSS;Java;JavaScript;MATLAB;Python;Rust;SQL,C++;HTML/CSS;Java;JavaScript;MATLAB;Python;Rust;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30,9.0,Remote,Canada,C#;Elixir;Go;JavaScript;Python;Rust;TypeScript,Elixir;JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,9.0,"Hybrid (some remote, some in-person)",Malaysia,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,6.0,Remote,United States of America,HTML/CSS;Java;JavaScript;SQL;TypeScript;Zig,Nim;Rust;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,Remote,Colombia,Bash/Shell (all shells);Kotlin;Python,Bash/Shell (all shells);Go;Kotlin;Python;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,7.0,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);Java;Perl;PowerShell;Python;Visual Basic (.Net),Bash/Shell (all shells);Java;PowerShell;Python;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,7.0,"Hybrid (some remote, some in-person)",Australia,HTML/CSS;JavaScript;Python;SQL;TypeScript,F#;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,8.0,Remote,Philippines,HTML/CSS;JavaScript;Ruby;SQL,HTML/CSS;JavaScript;Lua;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,6.0,Remote,United States of America,Bash/Shell (all shells);C#;C++;Cobol;JavaScript;Perl;PowerShell;Python;R;Rust;Scala;SQL;TypeScript,Bash/Shell (all shells);Go;Python;Rust;SQL;TypeScript;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,10.0,In-person,South Korea,HTML/CSS;JavaScript;Python;SQL;TypeScript,HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31,7.0,Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,8.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Python;Ruby;SQL;TypeScript,Go;JavaScript;Ruby
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,1.0,Remote,United States of America,Bash/Shell (all shells);Erlang;Go;Java;Lua;PowerShell;Python;SQL,Bash/Shell (all shells);Go;Java;Python;SQL
"Employed, full-time",Some college/university study without earning a degree,26,3.0,Remote,Thailand,C#;HTML/CSS;SQL;TypeScript,C#;HTML/CSS;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,8.0,In-person,Indonesia,Assembly;C#;C++;HTML/CSS;JavaScript;SQL;VBA,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,7.0,"Hybrid (some remote, some in-person)",United States of America,Apex;Bash/Shell (all shells);HTML/CSS;JavaScript,Apex;Bash/Shell (all shells);HTML/CSS;JavaScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10,10.0,"Hybrid (some remote, some in-person)",United States of America,Ada;Apex;Bash/Shell (all shells);C;C#;C++;Cobol;Crystal;Dart;Delphi;Fortran;GDScript;Groovy;Haskell;HTML/CSS;Java;JavaScript;MicroPython;Objective-C;Perl;PHP;Prolog;Python;R;Ruby;Rust;Scala;Solidity;SQL;Swift;TypeScript;Visual Basic (.Net);Zig,Assembly;Bash/Shell (all shells);C;C#;C++;Clojure;Cobol;Crystal;Delphi;Elixir;Erlang;F#;Go;Groovy;Haskell;HTML/CSS;Julia;Kotlin;Lisp;Lua;MATLAB;Nim;OCaml;PowerShell;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zephyr
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7.0,"Hybrid (some remote, some in-person)",Australia,Assembly;Bash/Shell (all shells);C++;Java;Python,Assembly;C++;Python;Rust
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,6.0,Remote,Germany,C#;C++;Delphi;HTML/CSS;JavaScript;SQL,C#;C++;HTML/CSS
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,6.0,Remote,Uruguay,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,6.0,"Hybrid (some remote, some in-person)",New Zealand,HTML/CSS;JavaScript;PHP,Dart;Go;Kotlin;Lua;PHP;Ruby;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,6.0,"Hybrid (some remote, some in-person)",New Zealand,C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL;TypeScript,Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,Remote,United States of America,HTML/CSS;JavaScript;Python;Ruby;SQL,Go
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,10.0,"Hybrid (some remote, some in-person)",United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL,C#;HTML/CSS;JavaScript;PowerShell;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,6.0,Remote,United States of America,Apex;C#;Delphi;F#;HTML/CSS;JavaScript;PowerShell;SQL,C#;Delphi;F#;Go;Kotlin;PowerShell;SQL;TypeScript;Zig
"Employed, full-time",Primary/elementary school,25,3.0,Remote,Australia,Java;JavaScript;TypeScript,JavaScript;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,8.0,Remote,United States of America,C++;Objective-C;Swift,C++;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,7.0,Remote,Sweden,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,7.0,In-person,Viet Nam,C;C++;Dart;Go;Java;JavaScript;Kotlin;PHP;Swift,C#;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,8.0,In-person,Hong Kong (S.A.R.),HTML/CSS;JavaScript;TypeScript,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,9.0,"Hybrid (some remote, some in-person)",United States of America,C++;Java,Go;JavaScript;Kotlin;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,9.0,Remote,United States of America,Bash/Shell (all shells);Clojure;Java;JavaScript;Lua;Python;SQL,C;Clojure;R
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,6.0,"Hybrid (some remote, some in-person)",India,C;C#;C++;Java;JavaScript;Python,C#;C++;Java;JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,10.0,In-person,United States of America,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Python;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,4.0,In-person,Malaysia,C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,Dart;HTML/CSS;JavaScript;PHP;SQL
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,8.0,Remote,United States of America,C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL,C#;C++;GDScript;HTML/CSS;JavaScript;PowerShell;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,6.0,Remote,Ghana,HTML/CSS;JavaScript;Python;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,7.0,Remote,Germany,HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;SQL;TypeScript,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",5,3.0,"Hybrid (some remote, some in-person)",Brazil,HTML/CSS;JavaScript;Python;SQL,Go
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,7.0,Remote,India,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL;TypeScript;Zig
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,7.0,Remote,Cuba,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Visual Basic (.Net),Python;Rust;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,8.0,"Hybrid (some remote, some in-person)",Indonesia,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;TypeScript;Visual Basic (.Net),Ada;Apex;Assembly;Clojure;Cobol;Crystal;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;Haskell;Julia;Kotlin;Lisp;Lua;MATLAB;MicroPython;Nim;OCaml;Perl;PowerShell;Prolog;R;Ruby;Rust;Scala;Solidity;Swift;VBA;Zephyr;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,7.0,In-person,Viet Nam,C#;JavaScript;PHP;TypeScript,Ada;Apex;Assembly;Bash/Shell (all shells);C;C++;Clojure;Cobol;Crystal;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;Haskell;HTML/CSS;Java;Julia;Kotlin;Lisp;Lua;MATLAB;MicroPython;Nim;Objective-C;OCaml;Perl;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;Solidity;SQL;Swift;VBA;Visual Basic (.Net);Zephyr;Zig
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,6.0,Remote,United States of America,Go;HTML/CSS;Perl;PHP,C#;Go;HTML/CSS;Python;TypeScript
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,3.0,In-person,India,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Bash/Shell (all shells);Go;Python;Rust;SQL
"Employed, full-time","Associate degree (A.A., A.S., etc.)",9,8.0,Remote,United States of America,Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;VBA;Visual Basic (.Net),Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;Python;Rust;TypeScript
"Employed, full-time",Some college/university study without earning a degree,15,2.0,"Hybrid (some remote, some in-person)",Malaysia,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;TypeScript,Bash/Shell (all shells);Go;Lua;Python;Rust;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21,9.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;Ruby;SQL,Bash/Shell (all shells);C;HTML/CSS;JavaScript;MicroPython;PHP;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,5.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Julia;Lua;PowerShell;Python;Rust;TypeScript;VBA,Bash/Shell (all shells);C#;F#;HTML/CSS;Lua;PowerShell;Python;Rust;TypeScript;Zig
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,7.0,Remote,India,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C++;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",3,10.0,Remote,United States of America,Bash/Shell (all shells);JavaScript;Julia;Python;R;SQL,Julia
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,7.0,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);JavaScript;Lisp;Lua;Rust;SQL;TypeScript,JavaScript;Lisp;Lua;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,8.0,Remote,United States of America,Assembly;C++;HTML/CSS;JavaScript;Python;TypeScript,Assembly;C++;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,5,10.0,Remote,Bolivia,Elixir;HTML/CSS;JavaScript;Lua;Rust,HTML/CSS;JavaScript;Lua;Rust
