Employment,EdLevel,YearsCodePro,ExperienceRange,JobSat,JobSatPoints_1,RemoteWork,Country,LanguageHaveWorkedWith
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",16.0,10–20,8.0,0.0,"Hybrid (some remote, some in-person)",Slovenia,Kotlin;Python;R;Rust;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,10–20,6.0,0.0,"Hybrid (some remote, some in-person)",Finland,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,6.0,0.0,Remote,India,C;C++;Java;JavaScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7.0,5–10,4.0,50.0,"Hybrid (some remote, some in-person)",United States of America,C;C#;C++;HTML/CSS;JavaScript;TypeScript
"Employed, full-time",Some college/university study without earning a degree,7.0,5–10,8.0,30.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);Go;JavaScript;Python;Rust;SQL;TypeScript
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,7.0,40.0,Remote,Ukraine,Dart;Swift
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5–10,8.0,0.0,In-person,India,JavaScript;Objective-C;Swift;TypeScript
"Employed, full-time",Some college/university study without earning a degree,9.0,5–10,8.0,20.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,0–5,6.0,0.0,In-person,Greece,HTML/CSS;JavaScript;TypeScript
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,5–10,9.0,10.0,"Hybrid (some remote, some in-person)",India,C#;JavaScript;PHP;SQL;TypeScript
"Employed, full-time;Student, part-time",Some college/university study without earning a degree,1.0,0–5,3.0,0.0,"Hybrid (some remote, some in-person)",Sweden,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,70.0,In-person,Nepal,Python
"Employed, full-time;Independent contractor, freelancer, or self-employed","Associate degree (A.A., A.S., etc.)",3.0,0–5,7.0,10.0,"Hybrid (some remote, some in-person)",Netherlands,HTML/CSS;JavaScript;PHP;Swift
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,6.0,0.0,Remote,India,HTML/CSS;Java;JavaScript;PHP
"Employed, full-time",Some college/university study without earning a degree,2.0,0–5,9.0,0.0,Remote,Ukraine,C#;SQL
"Employed, full-time",Some college/university study without earning a degree,2.0,0–5,6.0,30.0,"Hybrid (some remote, some in-person)",Czech Republic,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,0–5,3.0,50.0,In-person,India,Dart
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,5–10,7.0,10.0,"Hybrid (some remote, some in-person)",Australia,Bash/Shell (all shells);HTML/CSS;Java;Perl;Python;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,10–20,6.0,0.0,"Hybrid (some remote, some in-person)",India,Go;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,6.0,5.0,"Hybrid (some remote, some in-person)",Sweden,C#
"Employed, full-time",Some college/university study without earning a degree,5.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",Germany,PHP;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,20+,10.0,0.0,Remote,Austria,C;SQL
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,7.0,0.0,Remote,Italy,Dart;Java;Kotlin;Swift
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,5.0,0.0,In-person,India,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,10–20,8.0,0.0,"Hybrid (some remote, some in-person)",Austria,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",4.0,0–5,6.0,0.0,In-person,"Iran, Islamic Republic of...",HTML/CSS;JavaScript;Lua;Python
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",Norway,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;Python;Ruby;Rust;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,10.0,0.0,In-person,United States of America,C++
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,6.0,0.0,"Hybrid (some remote, some in-person)",China,Bash/Shell (all shells);C#;Java;PowerShell;Python;Scala;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19.0,10–20,2.0,0.0,"Hybrid (some remote, some in-person)",Germany,C;Cobol;HTML/CSS;Java;PowerShell;VBA
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,8.0,0.0,Remote,Ukraine,Python
"Student, part-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,6.0,10.0,"Hybrid (some remote, some in-person)",Netherlands,Bash/Shell (all shells);Kotlin;Python
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9.0,5–10,7.0,0.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Objective-C;Python;Swift
"Employed, full-time",Some college/university study without earning a degree,3.0,0–5,7.0,10.0,In-person,Australia,C++;JavaScript;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39.0,20+,8.0,10.0,"Hybrid (some remote, some in-person)",Norway,C#;Delphi;HTML/CSS;PowerShell;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,10–20,9.0,,"Hybrid (some remote, some in-person)",Poland,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,4.0,0–5,8.0,10.0,"Hybrid (some remote, some in-person)",Poland,Bash/Shell (all shells);C#;GDScript;PowerShell;Python
"Employed, full-time",Some college/university study without earning a degree,6.0,5–10,3.0,20.0,Remote,Germany,Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,6.0,15.0,"Hybrid (some remote, some in-person)",India,C#;HTML/CSS;PowerShell
"Student, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,0–5,8.0,8.0,"Hybrid (some remote, some in-person)",Ukraine,Bash/Shell (all shells);C;Java;SQL;TypeScript
"Employed, full-time","Associate degree (A.A., A.S., etc.)",11.0,10–20,8.0,16.0,"Hybrid (some remote, some in-person)",Russian Federation,Bash/Shell (all shells);Go;JavaScript
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,4.0,60.0,Remote,Italy,Java;JavaScript;Python;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",29.0,20+,7.0,30.0,Remote,Ukraine,Assembly;Bash/Shell (all shells);C;C++;Go;Haskell;Java;JavaScript;Julia;Kotlin;Lua;Python;Scala;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,5.0,0.0,"Hybrid (some remote, some in-person)",Germany,HTML/CSS;JavaScript;Python;R
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,6.0,0.0,Remote,Taiwan,C++
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,5.0,0.0,In-person,Serbia,HTML/CSS;JavaScript;PHP;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,7.0,10.0,In-person,India,HTML/CSS;JavaScript;Kotlin;Ruby;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,7.0,20.0,Remote,United Kingdom of Great Britain and Northern Ireland,Apex;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Scala;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,20+,7.0,20.0,Remote,Germany,Bash/Shell (all shells);C;C++;Python;SQL
"Employed, full-time",Some college/university study without earning a degree,6.0,5–10,7.0,0.0,Remote,United Kingdom of Great Britain and Northern Ireland,GDScript;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,7.0,50.0,In-person,India,Bash/Shell (all shells);HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL;TypeScript
"Employed, full-time;Student, part-time",Some college/university study without earning a degree,7.0,5–10,8.0,0.0,Remote,India,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lua;PHP;Python;SQL
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,5–10,6.0,60.0,"Hybrid (some remote, some in-person)",Belgium,HTML/CSS;JavaScript;Python;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,8.0,70.0,Remote,Ukraine,C;C#;C++;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,9.0,10.0,Remote,Sweden,Go
"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,9.0,20.0,Remote,Ukraine,C#;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18.0,10–20,6.0,0.0,Remote,Ukraine,Java
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,8.0,100.0,Remote,Ukraine,Java
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,8.0,0.0,"Hybrid (some remote, some in-person)",Finland,Bash/Shell (all shells);Haskell;Perl;Python;Rust;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,8.0,65.0,Remote,Ukraine,HTML/CSS;JavaScript;Rust
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29.0,20+,8.0,0.0,Remote,Australia,C;C#;C++;Fortran;PowerShell
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,7.0,0.0,"Hybrid (some remote, some in-person)",France,C++;HTML/CSS;R;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7.0,5–10,8.0,80.0,Remote,Ukraine,Apex;C#
"Employed, full-time;Independent contractor, freelancer, or self-employed","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,10–20,3.0,0.0,Remote,Germany,Bash/Shell (all shells);C#;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,6.0,,"Hybrid (some remote, some in-person)",Taiwan,Java;Kotlin;Python;Rust;SQL;Swift
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21.0,20+,8.0,0.0,In-person,Italy,C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;VBA
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0,0–5,7.0,70.0,In-person,Germany,HTML/CSS;PHP;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,6.0,0.0,In-person,Australia,C#;HTML/CSS;Java;Kotlin;PowerShell;TypeScript
"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,0–5,2.0,0.0,Remote,Ukraine,C++;Python;Rust
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,9.0,5–10,4.0,30.0,Remote,Poland,Bash/Shell (all shells);Groovy;Java;JavaScript;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,7.0,90.0,In-person,Cambodia,Bash/Shell (all shells);Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,10.0,0.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,C#;Dart;HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,20+,7.0,30.0,"Hybrid (some remote, some in-person)",United Kingdom of Great Britain and Northern Ireland,Java;JavaScript;PowerShell;Python;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,0–5,7.0,20.0,In-person,Egypt,C++;Python
"Employed, full-time",Some college/university study without earning a degree,35.0,20+,3.0,0.0,In-person,Italy,C;C++;Fortran;HTML/CSS;JavaScript;MATLAB;VBA
"Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,10–20,8.0,15.0,In-person,Switzerland,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,5–10,6.0,0.0,"Hybrid (some remote, some in-person)",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time",Some college/university study without earning a degree,4.0,0–5,8.0,100.0,Remote,Italy,JavaScript;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,8.0,0.0,Remote,Germany,C++;HTML/CSS;Rust;TypeScript
"Employed, full-time",Something else,15.0,10–20,3.0,0.0,In-person,Israel,C#;HTML/CSS;JavaScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,0–5,10.0,60.0,In-person,Ukraine,Groovy;Java;JavaScript;Kotlin;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,8.0,20.0,In-person,Netherlands,Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;PowerShell;Rust
"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,23.0,20+,8.0,0.0,Remote,Romania,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;SQL;TypeScript
"Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,7.0,10.0,"Hybrid (some remote, some in-person)",Germany,Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;JavaScript;PHP;PowerShell;Python
"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,10–20,8.0,0.0,Remote,Belgium,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5.0,0–5,6.0,60.0,"Hybrid (some remote, some in-person)","Iran, Islamic Republic of...",C#;JavaScript;MATLAB;Python;SQL
"Employed, full-time;Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1.0,0–5,9.0,5.0,Remote,Ukraine,Assembly;C;C#;C++;Python;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,20+,9.0,0.0,Remote,Russian Federation,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17.0,10–20,8.0,5.0,"Hybrid (some remote, some in-person)",Hungary,Bash/Shell (all shells);Java;JavaScript;Python;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,10–20,10.0,90.0,Remote,Ukraine,C++;Python
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,9.0,20.0,"Hybrid (some remote, some in-person)",India,HTML/CSS;Java;JavaScript;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,0–5,8.0,30.0,"Hybrid (some remote, some in-person)",France,C;C#;C++;Cobol;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,7.0,0.0,"Hybrid (some remote, some in-person)",India,Python
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3.0,0–5,6.0,10.0,Remote,Turkey,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,10–20,8.0,80.0,In-person,Latvia,HTML/CSS;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,7.0,0.0,"Hybrid (some remote, some in-person)",India,HTML/CSS;JavaScript;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15.0,10–20,6.0,5.0,In-person,Italy,C++;HTML/CSS;JavaScript;PHP;Python;Visual Basic (.Net)
"Employed, full-time",Something else,5.0,0–5,7.0,0.0,In-person,Switzerland,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,9.0,15.0,"Hybrid (some remote, some in-person)",South Korea,Dart;Elixir;HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift;TypeScript
"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,10–20,9.0,15.0,"Hybrid (some remote, some in-person)",Switzerland,C#;HTML/CSS;Java;JavaScript;SQL
"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",26.0,20+,7.0,0.0,"Hybrid (some remote, some in-person)",Denmark,Bash/Shell (all shells);HTML/CSS;Julia;Lisp;Perl;Python;Rust;SQL
"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,5–10,3.0,0.0,"Hybrid (some remote, some in-person)",France,Bash/Shell (all shells);C#;Rust;SQL;TypeScript
"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,0–5,7.0,0.0,In-person,Cambodia,Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript
"Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19.0,10–20,8.0,0.0,"Hybrid (some remote, some in-person)",France,Delphi;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2.0,0–5,8.0,10.0,"Hybrid (some remote, some in-person)",Germany,C;C++;Dart;HTML/CSS;Java;MATLAB;PHP;PowerShell;Python;SQL;Swift;TypeScript
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,5–10,6.0,10.0,Remote,India,HTML/CSS;JavaScript;PHP
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,10–20,9.0,5.0,In-person,Israel,Bash/Shell (all shells);C#;C++;Go;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript
"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,5–10,6.0,10.0,"Hybrid (some remote, some in-person)",Lithuania,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;R;SQL;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0,0–5,8.0,10.0,"Hybrid (some remote, some in-person)",Italy,Bash/Shell (all shells);C#;Dart;Go;Java;JavaScript;Python;SQL;TypeScript
"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8.0,5–10,5.0,20.0,In-person,Italy,C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;TypeScript;Visual Basic (.Net)
"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,10–20,9.0,15.0,"Hybrid (some remote, some in-person)",Malaysia,Java;JavaScript;Kotlin;SQL
"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,5–10,8.0,30.0,In-person,France,C;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL
